"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Bahamas, The","BHS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","17735.5388358685","18675.943714482","19610.0348530087","20609.9708732118","21690.1160747607","22864.4639382534","23863.2356108452","25083.7501992555","26164.4716950013","27538.6356325644","25199.4213840011","24945.1353483925","23534.5191226923","24806.5160926048","20247.5181378747","16904.7578845885","17410.7457005905","18598.8714979792","20772.2050001057","25627.2138071153","26692.0725564158","23696.7255876803","24724.1116685289","25054.7450455743","28004.8670088827","28772.8465100067","28745.5725120598","29085.109644652","29253.7690435889","30692.4138853615","29673.8110325064","27912.4220541234","26338.4497688498","25929.3525844085","26287.3099391422","27021.6239780199","27801.6624601052","28060.567507502","29071.011944117","30775.2565242455","31587.5910287405","31856.0858381733","32080.3534626775","31013.6392107287","30629.7291711957","31023.0472151871","31180.6151182587","31031.2310041983","29758.249798553","28019.1486383366","27979.1149343739","27710.1019614772","28145.3586633412","27643.3952097958","27246.4848610022","27198.9076041403","26439.0536351685","26538.945633475",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","698.56429427465","866.940672136616","1665.5953656484","2255.05736934854","2608.19884143362","2852.02104121862","3002.82084105655","3131.1394017013","3293.14024872433","3421.74843067042","3628.51643997036","3946.05667880525","4160.56310253483","4405.28505871939","4664.09180327094","4545.22766596344","4614.8290411405","4700.88783699632","4714.22720574968","4882.80366687768","4992.94886721142","5190.29377671129","5382.62414642085","5561.28795142805",
"Belarus","BLR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3102.46277600103","3063.72990913923","2763.64748261153","2547.87401173149","2252.41245409366","2024.69473609876","2088.35155289774","2336.31167738165","2544.63465405335","2642.24233304862","2808.69399564789","2956.5406182076","3125.5389116145","3369.17210775321","3780.63623184238","4164.36201252728","4608.93208753886","5028.32001864197","5560.38190408405","5583.93852426094","6029.3967998293","6375.34503859546","6491.67338247292","6557.10657206217","6664.09724918665","6398.68973515141","6229.20674452567","6375.81728989233",
"Belize","BLZ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1072.46634260442","1093.58687436345","1115.51260836849","1138.30724581886","1161.53392771519","1183.7738043707","1203.63677603739","1225.29045481547","1277.37249090434","1306.57540231887","1336.65355452179","1360.50392236172","1471.72742289853","1524.78188362483","1704.99670096739","1740.36879321917","1715.48494222329","1802.36748511474","1917.47094820066","2027.46758674584","2288.80068857562","2264.75222366621","2199.6971440665","2093.64356710567","2074.39643056479","2038.38100093768","2073.20486457227","2242.87624258294","2385.6333854209","2632.62745358041","2849.03459347252","3089.23044045696","3404.20680748937","3557.4772563526","3491.40076155601","3424.08611479284","3363.89631145811","3358.51052496872","3352.85453866553","3513.85527628729","3838.89248817263","3910.1872567279","3997.12068452635","4257.48738791646","4343.17724006303","4342.12889141106","4424.43737866722","4358.46900107434","4385.17593228253","4307.22111778001","4344.15017661252","4333.36177568641","4397.77064072342","4332.88253596202","4411.85597894008","4482.4966466489","4367.49987563697","4315.22498884922",
"Bermuda","BMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","27838.3930375774","28436.716583056","29006.5798401619","28640.8780165917","31041.9500043757","31740.6355233978","35659.1612543762","39616.1419860849","39686.9553481262","40290.5688347111","42055.0304719923","43819.358387283","44942.9191535041","45948.8338277272","46699.0989703916","48824.501768485","52988.7455136405","55903.5590573088","56504.0914894508","57503.2189423032","61083.4509496361","62106.1317965972","58400.2839788516","59061.1697050723","58826.9549652087","57167.1018852694","60463.9087856699","62224.8917779393","64196.2324263801","63939.8115704253","63429.2767665396","61503.6383589572","61913.7772348381","63435.4731513697","63374.766845423","65690.9641699689","66969.933143424","69624.4363363497","71810.384072276","73825.1848453623","79988.3500115683","84844.7383808264","83048.803111906","85321.2432651983","86733.3700723903","87616.3859691804","91944.8738136662","94029.6080297516","94903.19153445","89391.2111759902","88207.3275597322","86001.1711723395","81547.8552352009","79251.7816637313","","","","",
"Bolivia","BOL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1304.69876203001","1306.59062917973","1353.03319227365","1412.20202228543","1451.18601734897","1502.79134508916","1568.79940247413","1643.75497750463","1414.69863105783","1428.91347768619","1392.75207133517","1433.115408805","1515.18999129163","1568.61847521433","1580.58476207579","1659.88110423865","1698.97372607902","1744.63977787242","1741.63539449785","1706.0752845574","1646.41122762662","1615.67773350912","1519.16984469315","1427.24335223749","1394.99615517799","1343.7758593911","1283.0906378895","1288.90471574904","1300.64199475121","1323.78297196922","1358.24104038253","1401.90837788277","1397.1799161679","1428.36569093385","1465.80406769253","1504.39674401173","1539.34488523904","1584.11720415994","1631.5748806278","1607.21011034821","1616.53915607643","1613.41082308324","1623.51878667362","1637.80851046662","1676.22794652371","1720.09903188343","1771.94689673878","1821.797219897","1901.89980193506","1933.74010151189","1981.16070450437","2051.152291621","2122.38456393316","2231.47724076427","2317.25718610303","2392.98397316016","2457.62596155017","2522.79392024905",
"Brazil","BRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","3425.42996904686","3668.48808069171","3747.85988856624","3671.29024703729","3690.91511514531","3697.50627440951","3745.99591967127","3825.23771748593","4151.0098401837","4438.58863955643","4706.72119192878","5109.59133742244","5587.38991532167","6216.91646225988","6618.72001271716","6798.9559138352","7288.44015242324","7444.83946688072","7505.24447527346","7825.8533276008","8340.32310474498","7789.31790061707","7654.52688239999","7226.45158218623","7440.05102728144","7861.00899228378","8315.92982433099","8446.10434867019","8277.5885800419","8392.25284083344","7987.05521589933","7967.80337761804","7797.82726064772","8028.20392729677","8320.26047469076","8549.02151963916","8599.1016474738","8751.37999012429","8645.51339686202","8555.91567025827","8779.29079876563","8777.35713423328","8924.89696137144","8911.31951197479","9309.89205589421","9495.48465039729","9761.83428310216","10244.2671527554","10656.869465705","10538.7782816712","11224.1540829355","11560.4187506263","11673.7705356921","11915.4170541095","11870.1484076345","11351.5657481703","10868.6534435352","10888.9823851831",
"Barbados","BRB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","10851.8422971392","10580.9700646806","10983.586742879","11317.7063355084","11813.0151395373","12688.1390958446","13192.999583966","12897.0231771544","12228.2991046214","12256.7515514866","12664.4076893606","12767.1447053702","13375.8300253865","13676.9881019442","14105.5269751225","14560.8896888907","14030.8453203566","13437.1443650722","12453.2183558316","12559.3050892368","12990.8345633917","13203.4416305879","13680.8233323014","14270.0027272094","14742.4900000055","14747.9611050174","15035.4473972214","14629.1663181441","14703.1253063064","14983.5439290944","15146.9699070641","15700.0726444958","16532.829867563","16762.7090633194","16708.7402231492","15974.0908706351","15959.0297922874","16011.6376990816","16003.5520167977","15951.2093230657","15901.9009285953","15998.0488021541","16273.4065921271","16503.4783580737",
"Brunei Darussalam","BRN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","45621.3614622116","43925.2390991564","50722.6081256912","54151.703021782","55752.538552744","66001.5809029995","59391.9511535856","46156.2248219058","46575.7780789852","45483.6311842018","44479.3539125007","42589.6832960567","40274.3388424821","39933.7551259678","39243.0170156511","37732.3751708754","37071.735304991","37162.5405979061","37838.3205639022","36904.4750646566","37043.1816690002","37703.791734616","37833.3647703949","36400.0373869634","35382.1426546445","35672.339906887","35923.4018274107","36162.9779292315","36832.2662281767","37202.3579409858","36752.047316298","36325.1207263069","37401.0531640605","36997.8072614836","35860.3887804149","34812.7146878375","35268.1011703581","36092.0969837904","35899.0373689733","34618.9729115639","33313.8327791027","32661.8570180811","31430.9626624001","31439.923720596",
"Bhutan","BTN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","403.657726205265","447.538419724845","451.360771779425","490.135904164346","498.703502941078","504.73654704734","545.525689227544","677.54119836928","688.179979479704","721.226419286504","789.217334156516","785.992453720061","831.063050334133","861.193921466685","915.409903076161","983.262475903491","1029.17766319167","1065.05676572225","1100.1615195901","1155.20975777048","1201.10578545411","1263.96776707338","1360.79225208936","1425.05517363399","1469.37315038902","1534.82074531128","1601.91580165284","1848.56625507606","1898.05279389076","1986.13561776648","2178.92138307967","2310.00365501278","2387.00567386534","2399.91891590403","2500.26014526865","2628.18961406612","2801.27524003561","2955.81111383128",
"Botswana","BWA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","390.82972526459","405.798638259068","422.172032920713","435.689893112087","453.07897451961","466.262179632089","481.7858537723","495.385282148381","531.21392475061","592.671386451289","672.227358643757","818.684568157267","1000.80926360711","1173.45171036492","1232.45500760018","1288.4115107624","1372.39063400996","1478.5210621541","1625.44945057058","1753.75606526737","1891.40966836359","1988.88484321014","2153.10403875518","2353.79726675296","2471.15710862777","2563.03352373013","2687.31788262701","2917.43604748571","3384.48086309854","3718.48568906633","3860.0086032244","4034.26086362632","4040.42667322748","4010.78715180401","4053.43604219397","4237.56729946312","4386.85153681613","4641.80547984061","4585.73992768728","4939.59805552704","4954.77428993194","4891.91484358507","5115.8998863534","5280.21517473814","5349.00202419483","5512.81122938706","5883.89905903792","6270.47408175605","6552.77664070476","5948.85324807045","6346.15620387349","6610.33192206911","6779.39389716646","7409.42115519618","7574.28209730669","7308.76062059972","7485.04391177323","7523.21631997899",
"Central African Republic","CAF","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","601.85281488668","621.04237031186","587.439559601599","572.581800118993","573.3738139834","567.462409847431","559.565075043678","573.560370447375","569.440083466322","597.274712754411","599.012721569322","594.122924885536","582.950534531513","582.761473032179","607.569355493002","597.374675236425","616.074773550258","624.963005756954","617.369623991334","586.862990389784","545.519889876797","521.766207875215","545.28425571918","486.043589953187","517.058098933563","523.405088954176","529.518756294693","492.721785163911","490.990615177147","490.167075797041","468.690923780549","454.529321082811","414.176346303553","404.40716510346","412.999862072528","431.498901292062","404.22516795766","415.787533649255","425.639907439052","431.472771560185","411.938394336566","421.659423950813","428.477457458053","397.811539326012","414.030452086432","410.415055276018","422.438907835757","434.250704408774","436.073948818081","437.601617257694","446.443687795492","458.33301804458","475.667641494253","300.479742133186","302.54653077654","314.926685576165","325.720465732059","335.026085592608",
